Property_ID,Price_KES,Location,Bedrooms,Bathrooms,Size_sqm,Scraped_Date,Date,USD_KES_Rate,CBR_Rate,Remittance_M_USD,CPI_Index
2 Bed Apartment with En Suite at Kirawa Road2 Bed ,12000000,"Kitisuru, Westlands",2.0,2.0,90,2026-06-02,2026-06-02,129.491871,10,,
0132 Bed Apartment with En Suite at Kirawa Road2 B,12000000,"Kitisuru, Westlands",2.0,2.0,90,2026-06-02,2026-06-02,129.491871,10,,
0113 Bed Apartment with En Suite in Lavington3 Bed,9000000,Lavington,3.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
0193 Bed Apartment with En Suite in Kilimani3 Bed ,10000000,Kilimani,3.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
0113 Bed Apartment with En Suite in Kilimani3 Bed ,11000000,Kilimani,3.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment in Thika Road3 Bed Apartment in Th,14500000,Apartment for Sale off Thika Road,3.0,,,2026-06-02,2026-06-02,129.491871,10,,
093 Bed Apartment in Thika Road3 Bed Apartment in ,14500000,Apartment for Sale off Thika Road,3.0,,,2026-06-02,2026-06-02,129.491871,10,,
0103 Bed Apartment in Parklands3 Bed Apartment in ,22000000,"Parklands, Westlands",3.0,,,2026-06-02,2026-06-02,129.491871,10,,
071 Bed Apartment with En Suite in Kilimani1 Bed A,4000000,Kilimani,1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
0191 Bed Apartment with En Suite in Kilimani1 Bed ,13000000,Kilimani,4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
072 Bed Apartment with En Suite in Westlands Area2,8000000,"Westlands Area, Westlands",2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
071 Bed Apartment with En Suite in Westlands Area1,4900000,"Westlands Area, Westlands",1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
034 Bed Apartment with En Suite in Westlands Area4,40000000,"Westlands Area, Westlands",4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
093 Bed Apartment with En Suite in Lavington3 Bed ,15000000,Lavington,3.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
063 Bed Apartment with En Suite in Kileleshwa3 Bed,23000000,Kileleshwa,3.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
Studio Apartment with Swimming Pool at Nairobi-Wes,3500000,Modern Apartment for sale in Nairobi West,,1.0,,2026-06-02,2026-06-02,129.491871,10,,
06Studio Apartment with Swimming Pool at Nairobi-W,3500000,Modern Apartment for sale in Nairobi West,,1.0,,2026-06-02,2026-06-02,129.491871,10,,
Furnished 2 Bed Apartment with En Suite at Westlan,28000000,"Westlands Area, Westlands",2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
020Furnished 2 Bed Apartment with En Suite at West,28000000,"Westlands Area, Westlands",2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
0202 Bed Apartment with En Suite in Kilimani2 Bed ,10700000,Kilimani,2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
0202 Bed Apartment with En Suite at Rhapta Road2 B,13500000,"Westlands Area, Westlands",2.0,2.0,81,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with En Suite at Rhapta Road1 Bed ,11500000,"Westlands Area, Westlands",1.0,1.0,57,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with En Suite at Wood Avenue Kilim,6900000,Kilimani,1.0,1.0,70,2026-06-02,2026-06-02,129.491871,10,,
072 Bed Apartment with Swimming Pool at Brookside ,15400000,"Westlands Area, Westlands",2.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with En Suite in Mombasa Road2 Bed,26000000,Nairobi,2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
092 Bed Apartment with En Suite in Mombasa Road2 B,26000000,Nairobi,2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
0203 Bed Apartment with En Suite at Tebere Creasen,29000000,Kileleshwa,3.0,5.0,,2026-06-02,2026-06-02,129.491871,10,,
Furnished 3 Bed Apartment with En Suite at Tebere ,30000000,Kileleshwa,3.0,5.0,,2026-06-02,2026-06-02,129.491871,10,,
020Furnished 3 Bed Apartment with En Suite at Tebe,30000000,Kileleshwa,3.0,5.0,,2026-06-02,2026-06-02,129.491871,10,,
0111 Bed Apartment with Swimming Pool in Lavington,7500000,Lavington,1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with Swimming Pool in Lavington2 B,10000000,Lavington,2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
0122 Bed Apartment with Swimming Pool in Lavington,10000000,Lavington,2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
0193 Bed Apartment with En Suite in Lavington3 Bed,6000000,Kileleshwa,2.0,2.0,240,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with En Suite at Kileleshwa Mander,21000000,Kileleshwa,3.0,5.0,,2026-06-02,2026-06-02,129.491871,10,,
0203 Bed Apartment with En Suite at Kileleshwa Man,21000000,Kileleshwa,3.0,5.0,,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with En Suite at Riara Road3 Bed A,13200000,Lavington,3.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
0203 Bed Apartment with En Suite at Riara Road3 Be,13200000,Lavington,3.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
081 Bed Apartment with En Suite in Kilimani1 Bed A,5000000,Kilimani,1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
061 Bed Apartment with En Suite in Kilimani1 Bed A,5000000,Kilimani,1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
061 Bed Apartment with En Suite in Westlands Area1,5700000,"Westlands Area, Westlands",1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
093 Bed Apartment with En Suite in Kileleshwa3 Bed,13000000,Kileleshwa,3.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
0142 Bed Apartment with En Suite in Kileleshwa2 Be,7000000,Kileleshwa,2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with Swimming Pool at Riara Road3 ,13500000,3 bedroom apartment for sale in Lavington,3.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
053 Bed Apartment with Swimming Pool at Riara Road,13500000,3 bedroom apartment for sale in Lavington,3.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with En Suite at Ring Road Westlan,12000000,"Westlands Area, Westlands",2.0,2.0,80,2026-06-02,2026-06-02,129.491871,10,,
0172 Bed Apartment with En Suite at Ring Road West,12000000,"Westlands Area, Westlands",2.0,2.0,80,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with En Suite at Ring Road Westlan,9300000,"Westlands Area, Westlands",1.0,1.0,60,2026-06-02,2026-06-02,129.491871,10,,
0201 Bed Apartment with En Suite at Ring Road West,9300000,"Westlands Area, Westlands",1.0,1.0,60,2026-06-02,2026-06-02,129.491871,10,,
0153 Bed Apartment with En Suite in Westlands Area,11000000,"Westlands Area, Westlands",3.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
062 Bed Apartment with En Suite in Westlands Area2,9800000,"Westlands Area, Westlands",2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
091 Bed Apartment with En Suite in Westlands Area1,5500000,"Westlands Area, Westlands",1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
071 Bed Apartment with En Suite in Kileleshwa1 Bed,5000000,Kileleshwa,1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
0132 Bed Apartment with En Suite in Kileleshwa2 Be,6000000,Kileleshwa,2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
Furnished 2 Bed Apartment with En Suite in Kiliman,7000000,Kilimani,2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
010Furnished 2 Bed Apartment with En Suite in Kili,7000000,Kilimani,2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with En Suite at Tebere Creasent3 ,29000000,Kileleshwa,3.0,5.0,,2026-06-02,2026-06-02,129.491871,10,,
0153 Bed Apartment with En Suite at Off Church Roa,22000000,"Westlands Area, Westlands",3.0,4.0,240,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with En Suite at Off Church Road3 ,22000000,"Westlands Area, Westlands",3.0,4.0,240,2026-06-02,2026-06-02,129.491871,10,,
071 Bed Apartment with En Suite in Riverside1 Bed ,8300000,"Riverside, Westlands",1.0,1.0,62,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with En Suite at Brookside Drive3 ,22800000,"Westlands Area, Westlands",3.0,3.0,180,2026-06-02,2026-06-02,129.491871,10,,
073 Bed Apartment with En Suite at Brookside Drive,22800000,"Westlands Area, Westlands",3.0,3.0,180,2026-06-02,2026-06-02,129.491871,10,,
0102 Bed Apartment with En Suite in Westlands Area,9000000,"Westlands Area, Westlands",2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
0181 Bed Apartment with En Suite in Kilimani1 Bed ,5500000,Kilimani,1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
0153 Bed Apartment with En Suite in Kilimani3 Bed ,10500000,Kilimani,3.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
Serviced 1 Bed Apartment with Swimming Pool in Wes,10320000,Serviced Apartments For Sale in Westlands,1.0,,,2026-06-02,2026-06-02,129.491871,10,,
016Serviced 1 Bed Apartment with Swimming Pool in ,10320000,Serviced Apartments For Sale in Westlands,1.0,,,2026-06-02,2026-06-02,129.491871,10,,
4 Bed Apartment with En Suite in Spring Valley4 Be,68000000,"Spring Valley, Westlands",4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
054 Bed Apartment with En Suite in Spring Valley4 ,68000000,"Spring Valley, Westlands",4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
092 Bed Apartment with En Suite in Westlands Area2,9000000,"Westlands Area, Westlands",2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
0133 Bed Apartment with En Suite in Kileleshwa3 Be,9000000,Kileleshwa,3.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
4 Bed Apartment with En Suite in Lower Kabete4 Bed,68000000,"Lower Kabete, Westlands",4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
054 Bed Apartment with En Suite in Lower Kabete4 B,68000000,"Lower Kabete, Westlands",4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
0103 Bed Apartment with En Suite in Lavington3 Bed,15000000,Lavington,3.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
05 days ago173 Bed Apartment with En Suite in West,13000000,3 bedroom apartment for sale in Westlands,3.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
0192 Bed Apartment with En Suite in Kilimani2 Bed ,6000000,Kileleshwa,2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
4 Bed Apartment with En Suite in General Mathenge4,68000000,"General Mathenge, Westlands",4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
054 Bed Apartment with En Suite in General Matheng,68000000,"General Mathenge, Westlands",4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
054 Bed Apartment with En Suite in Westlands Area4,68000000,"Westlands Area, Westlands",4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
0121 Bed Apartment with En Suite in Westlands Area,5700000,"Westlands Area, Westlands",1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
Furnished 2 Bed Apartment with En Suite in Lavingt,10000000,Lavington,2.0,,,2026-06-02,2026-06-02,129.491871,10,,
011Furnished 2 Bed Apartment with En Suite in Lavi,10000000,Lavington,2.0,,,2026-06-02,2026-06-02,129.491871,10,,
Serviced 1 Bed Apartment with Swimming Pool in Kil,8500000,Kilimani,1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
011Serviced 1 Bed Apartment with Swimming Pool in ,8500000,Kilimani,1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
062 Bed Apartment with En Suite in Kilimani2 Bed A,8000000,Kilimani,2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
063 Bed Apartment with En Suite in Kilimani3 Bed A,11000000,Kilimani,3.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
082 Bed Apartment with En Suite in Kilimani2 Bed A,9000000,Kilimani,2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
0141 Bed Apartment with En Suite in Lavington1 Bed,4000000,Lavington,1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
0134 Bed Apartment with En Suite in Kileleshwa4 Be,20000000,Kileleshwa,4.0,5.0,,2026-06-02,2026-06-02,129.491871,10,,
052 Bed Apartment with En Suite in Lavington2 Bed ,8500000,Lavington,2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
0162 Bed Apartment with En Suite in Westlands Area,7000000,"Westlands Area, Westlands",2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
03 days ago83 Bed Apartment with En Suite at Westl,20500000,"Westlands Area, Westlands",3.0,3.0,133,2026-06-02,2026-06-02,129.491871,10,,
05 days ago164 Bed Apartment with En Suite in West,18000000,4 bedroom apartment for sale in Westlands,4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
Serviced 3 Bed Apartment with En Suite at Mbaazi R,30000000,"3bdrm Apartment in Merlin Court, Lavington for...",3.0,3.0,178,2026-06-02,2026-06-02,129.491871,10,,
04 days ago91 Bed Apartment with Swimming Pool at ,4100000,"Westlands Area, Westlands",1.0,1.0,42,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with Swimming Pool at Nyeri Rd2 Be,9000000,Kileleshwa,2.0,2.0,90,2026-06-02,2026-06-02,129.491871,10,,
04 days ago202 Bed Apartment with Swimming Pool at,9000000,Kileleshwa,2.0,2.0,90,2026-06-02,2026-06-02,129.491871,10,,
04 days ago81 Bed Apartment with En Suite in Westl,4500000,"Westlands Area, Westlands",1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with En Suite at Nyeri Rd2 Bed Apa,11000000,Kileleshwa,2.0,2.0,130,2026-06-02,2026-06-02,129.491871,10,,
04 days ago202 Bed Apartment with En Suite at Nyer,11000000,Kileleshwa,2.0,2.0,130,2026-06-02,2026-06-02,129.491871,10,,
05 days ago111 Bed Apartment with En Suite in Kili,3000000,Kilimani,1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
05 days ago163 Bed Apartment with En Suite in Kili,9000000,Kilimani,3.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
0194 Bed Apartment with En Suite in Westlands Area,18000000,"Westlands Area, Westlands",4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with Swimming Pool at General Math,22000000,"Westlands Area, Westlands",2.0,2.0,158,2026-06-02,2026-06-02,129.491871,10,,
04 days ago62 Bed Apartment with Swimming Pool at ,22000000,"Westlands Area, Westlands",2.0,2.0,158,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with Swimming Pool at Kindaruma Ro,10500000,Kilimani,2.0,2.0,117,2026-06-02,2026-06-02,129.491871,10,,
04 days ago122 Bed Apartment with Swimming Pool at,10500000,Kilimani,2.0,2.0,117,2026-06-02,2026-06-02,129.491871,10,,
04 days ago32 Bed Apartment with En Suite in Kilel,6000000,Kileleshwa,2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with En Suite at Kindaruma Road3 B,17000000,Kilimani,3.0,3.0,190,2026-06-02,2026-06-02,129.491871,10,,
04 days ago123 Bed Apartment with En Suite at Kind,17000000,Kilimani,3.0,3.0,190,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with En Suite at Othaya Rd2 Bed Ap,16000000,Kileleshwa,2.0,2.0,125,2026-06-02,2026-06-02,129.491871,10,,
04 days ago142 Bed Apartment with En Suite at Otha,16000000,Kileleshwa,2.0,2.0,125,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with En Suite at Othaya Road3 Bed ,27000000,Kileleshwa,3.0,3.0,208,2026-06-02,2026-06-02,129.491871,10,,
04 days ago143 Bed Apartment with En Suite at Otha,27000000,Kileleshwa,3.0,3.0,208,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with Swimming Pool at Mbaazi Road1,7600000,Lavington,1.0,1.0,60,2026-06-02,2026-06-02,129.491871,10,,
04 days ago181 Bed Apartment with Swimming Pool at,7600000,Lavington,1.0,1.0,60,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with Swimming Pool at Mbaazi Road2,10600000,Lavington,2.0,2.0,85,2026-06-02,2026-06-02,129.491871,10,,
04 days ago182 Bed Apartment with Swimming Pool at,10600000,Lavington,2.0,2.0,85,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with Swimming Pool at Wood Avenue1,7100000,Kilimani,1.0,1.0,59,2026-06-02,2026-06-02,129.491871,10,,
04 days ago161 Bed Apartment with Swimming Pool at,7100000,Kilimani,1.0,1.0,59,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with En Suite at Raphta Road2 Bed ,7900000,"Westlands Area, Westlands",2.0,2.0,76,2026-06-02,2026-06-02,129.491871,10,,
04 days ago152 Bed Apartment with En Suite at Raph,7900000,"Westlands Area, Westlands",2.0,2.0,76,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with Swimming Pool at Raphta Road2,10000000,"Westlands Area, Westlands",2.0,2.0,102,2026-06-02,2026-06-02,129.491871,10,,
04 days ago191 Bed Apartment with Swimming Pool at,6800000,Kilimani,1.0,1.0,65,2026-06-02,2026-06-02,129.491871,10,,
04 days ago152 Bed Apartment with Swimming Pool at,10000000,"Westlands Area, Westlands",2.0,2.0,102,2026-06-02,2026-06-02,129.491871,10,,
04 days ago101 Bed Apartment with Swimming Pool in,6400000,"Westlands Area, Westlands",1.0,1.0,52,2026-06-02,2026-06-02,129.491871,10,,
04 days ago103 Bed Apartment with En Suite in Kile,9000000,Kileleshwa,3.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
05 days ago172 Bed Apartment with En Suite in West,7000000,"Westlands Area, Westlands",2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
05 days ago112 Bed Apartment with En Suite in Kili,4500000,Kileleshwa,1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
15 days ago163 Bed Apartment with En Suite in Kili,9000000,Kilimani,3.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
0164 Bed Apartment with En Suite in Kilimani4 Bed ,13000000,Kilimani,4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with Swimming Pool at General Math,8300000,"Westlands Area, Westlands",1.0,1.0,66,2026-06-02,2026-06-02,129.491871,10,,
04 days ago121 Bed Apartment with Swimming Pool at,8300000,"Westlands Area, Westlands",1.0,1.0,66,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with Swimming Pool at Upper Hill1 ,24000000,Upper Hill,1.0,1.0,48,2026-06-02,2026-06-02,129.491871,10,,
Studio Apartment with En Suite in MiremaStudio Apa,2500000,"Mirema, Roysambu",,1.0,,2026-06-02,2026-06-02,129.491871,10,,
210Studio Apartment with En Suite in MiremaStudio ,2500000,"Mirema, Roysambu",,1.0,,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with Swimming Pool at Kingara Road,8000000,Lavington,1.0,1.0,80,2026-06-02,2026-06-02,129.491871,10,,
04 days ago201 Bed Apartment with Swimming Pool at,8000000,Lavington,1.0,1.0,80,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with Swimming Pool at Muthithi Roa,10700000,"Westlands Area, Westlands",2.0,2.0,107,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with Swimming Pool at Ojijo Road1 ,8500000,"Westlands Area, Westlands",1.0,1.0,83,2026-06-02,2026-06-02,129.491871,10,,
04 days ago111 Bed Apartment with Swimming Pool at,8500000,"Westlands Area, Westlands",1.0,1.0,83,2026-06-02,2026-06-02,129.491871,10,,
04 days ago151 Bed Apartment with En Suite in Kili,3000000,1 bedroom apartment for sale in Kilimani,1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
04 days ago152 Bed Apartment with En Suite in Kili,6000000,2 bedroom apartment for sale in Kilimani,2.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
04 days ago173 Bed Apartment with En Suite in Kili,10000000,3 bedroom apartment for sale in Kilimani,3.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
04 days ago173 Bed Apartment with En Suite in Kile,10000000,3 bedroom apartment for sale in Kileleshwa,3.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
04 days ago173 Bed Apartment with En Suite in Lavi,10000000,3 bedroom apartment for sale in Lavington,3.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
04 days ago174 Bed Apartment with En Suite in Kili,13500000,4 bedroom apartment for sale in Kilimani,4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
04 days ago174 Bed Apartment with En Suite in Kile,13500000,4 bedroom apartment for sale in Kileleshwa,4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
04 days ago174 Bed Apartment with En Suite in Lavi,13500000,4 bedroom apartment for sale in Lavington,4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
04 days ago112 Bed Apartment with En Suite in West,7000000,2 bedroom apartment for sale in Westlands,2.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
04 days ago173 Bed Apartment with En Suite in West,13000000,3 bedroom apartment for sale in Westlands,3.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
04 days ago151 Bed Apartment with En Suite in Kile,3000000,1 bedroom apartment for sale in Kileleshwa,1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
04 days ago164 Bed Apartment with En Suite in West,18000000,4 bedroom apartment for sale in Westlands,4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with Swimming Pool at Ojijo Road2 ,10500000,"Westlands Area, Westlands",2.0,2.0,105,2026-06-02,2026-06-02,129.491871,10,,
04 days ago112 Bed Apartment with Swimming Pool at,10500000,"Westlands Area, Westlands",2.0,2.0,105,2026-06-02,2026-06-02,129.491871,10,,
04 days ago82 Bed Apartment with En Suite in Westl,7000000,"Westlands Area, Westlands",2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with Swimming Pool at Muthangari D,12850000,"Westlands Area, Westlands",2.0,2.0,1045,2026-06-02,2026-06-02,129.491871,10,,
04 days ago72 Bed Apartment with En Suite in Lavin,9000000,Lavington,2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
04 days ago101 Bed Apartment with Swimming Pool at,5900000,"Westlands Area, Westlands",1.0,1.0,68,2026-06-02,2026-06-02,129.491871,10,,
04 days ago141 Bed Apartment with Swimming Pool at,6500000,"Westlands Area, Westlands",1.0,1.0,64,2026-06-02,2026-06-02,129.491871,10,,
04 days ago121 Bed Apartment with En Suite in Lavi,4000000,Lavington,1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
04 days ago154 Bed Apartment with En Suite in Lavi,20000000,Lavington,4.0,5.0,,2026-06-02,2026-06-02,129.491871,10,,
04 days ago172 Bed Apartment with En Suite in Kile,7000000,Kileleshwa,2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
04 days ago13 Bed Apartment with En Suite in Kilel,9000000,Kileleshwa,3.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
04 days ago102 Bed Apartment with En Suite in Lavi,6000000,Lavington,2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
04 days ago81 Bed Apartment with En Suite in Kilel,3000000,Kileleshwa,1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
04 days ago104 Bed Apartment with En Suite in Kile,13000000,Kileleshwa,4.0,5.0,,2026-06-02,2026-06-02,129.491871,10,,
13 days ago164 Bed Apartment with En Suite in West,18000000,4 bedroom apartment for sale in Westlands,4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
03 days ago131 Bed Apartment with En Suite in Kile,3500000,Kileleshwa,1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with Swimming Pool at Mvuli Road1 ,6200000,"Westlands Area, Westlands",1.0,1.0,55,2026-06-02,2026-06-02,129.491871,10,,
03 days ago161 Bed Apartment with Swimming Pool at,6200000,"Westlands Area, Westlands",1.0,1.0,55,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with Swimming Pool at Mvuli Road2 ,11500000,"Westlands Area, Westlands",2.0,2.0,100,2026-06-02,2026-06-02,129.491871,10,,
03 days ago162 Bed Apartment with Swimming Pool at,11500000,"Westlands Area, Westlands",2.0,2.0,100,2026-06-02,2026-06-02,129.491871,10,,
04 days ago131 Bed Apartment with En Suite in Lavi,4000000,Lavington,1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
04 days ago143 Bed Apartment with En Suite in Lavi,10500000,Lavington,3.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
04 days ago111 Bed Apartment with En Suite in Kile,4000000,Kileleshwa,1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
04 days ago12 Bed Apartment with En Suite in Kilel,6000000,Kileleshwa,2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
04 days ago92 Bed Apartment with En Suite in Kilel,7000000,Kileleshwa,2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
03 days ago121 Bed Apartment with Swimming Pool at,8000000,"Westlands Area, Westlands",1.0,1.0,55,2026-06-02,2026-06-02,129.491871,10,,
03 days ago171 Bed Apartment with En Suite in Kili,3000000,1 bedroom apartment for sale in Kilimani,1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
03 days ago171 Bed Apartment with En Suite in Kile,3000000,1 bedroom apartment for sale in Kileleshwa,1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
03 days ago171 Bed Apartment with En Suite in Lavi,3000000,1 bedroom apartment for sale in Lavington,1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
03 days ago141 Bed Apartment with En Suite in West,4000000,1 bedroom apartment for sale in Westlands,1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
03 days ago172 Bed Apartment with En Suite in Kili,6000000,2 bedroom apartment for sale in Kilimani,2.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
03 days ago172 Bed Apartment with En Suite in Lavi,6000000,2 bedroom apartment for sale in Lavington,2.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
03 days ago142 Bed Apartment with En Suite at West,9500000,"Westlands Area, Westlands",2.0,2.0,115,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with En Suite at Westlands Area2 B,9680000,"Westlands Area, Westlands",2.0,2.0,120,2026-06-02,2026-06-02,129.491871,10,,
03 days ago132 Bed Apartment with En Suite at West,13000000,Kileleshwa,4.0,5.0,55,2026-06-02,2026-06-02,129.491871,10,,
03 days ago81 Bed Apartment with Swimming Pool at ,13000000,"Westlands Area, Westlands",1.0,1.0,88,2026-06-02,2026-06-02,129.491871,10,,
03 days ago104 Bed Apartment with En Suite in Kili,13000000,Kilimani,4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with Swimming Pool at Westlands Ar,6500000,"Westlands Area, Westlands",1.0,1.0,64,2026-06-02,2026-06-02,129.491871,10,,
03 days ago164 Bed Apartment with En Suite in Kili,13000000,Kilimani,4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
03 days ago153 Bed Apartment with En Suite in Kili,10500000,Kilimani,3.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
