Property_ID,Price_KES,Location,Bedrooms,Bathrooms,Size_sqm,Scraped_Date,Date,USD_KES_Rate,CBR_Rate,Remittance_M_USD,CPI_Index
3 Bed Apartment with Swimming Pool at Kirichwa Roa,16120000,Kilimani,3.0,,142,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with Swimming Pool at Riara Road2 ,11000000,Kilimani,2.0,2.0,115,2026-06-02,2026-06-02,129.491871,10,,
0143 Bed Apartment with Swimming Pool at Kirichwa ,16120000,Kilimani,3.0,,142,2026-06-02,2026-06-02,129.491871,10,,
091 Bed Apartment with Swimming Pool at Kirichwa R,7320000,Kilimani,1.0,,,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with Swimming Pool at School Grove,9920000,"Westlands Area, Westlands",1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
091 Bed Apartment with Swimming Pool at School Gro,9920000,"Westlands Area, Westlands",1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
0112 Bed Apartment with Swimming Pool at Kirichwa ,11280000,Kilimani,2.0,,98,2026-06-02,2026-06-02,129.491871,10,,
4 Bed Apartment with Swimming Pool at Muthithi Roa,65700000,"Westlands Area, Westlands",4.0,,37939,2026-06-02,2026-06-02,129.491871,10,,
084 Bed Apartment with Swimming Pool at Muthithi R,65700000,"Westlands Area, Westlands",4.0,,37939,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with Swimming Pool at Muthithi Roa,39400000,"Westlands Area, Westlands",3.0,,23047,2026-06-02,2026-06-02,129.491871,10,,
083 Bed Apartment with Swimming Pool at Muthithi R,39400000,"Westlands Area, Westlands",3.0,,23047,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with En Suite at Chania Avenue1 Be,6400000,Kilimani,1.0,1.0,61,2026-06-02,2026-06-02,129.491871,10,,
0101 Bed Apartment with En Suite at Chania Avenue1,6400000,Kilimani,1.0,1.0,61,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with Swimming Pool at School Grove,12850000,"Westlands Area, Westlands",2.0,2.0,10451,2026-06-02,2026-06-02,129.491871,10,,
0102 Bed Apartment with Swimming Pool at School Gr,12850000,"Westlands Area, Westlands",2.0,2.0,10451,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with Swimming Pool at General Math,20900000,"Westlands Area, Westlands",3.0,,,2026-06-02,2026-06-02,129.491871,10,,
0133 Bed Apartment with Swimming Pool at General M,20900000,"Westlands Area, Westlands",3.0,,,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with Swimming Pool at Kirichwa Roa,7320000,Kilimani,1.0,,,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with En Suite at Westlands Area1 B,6830000,"Westlands Area, Westlands",1.0,1.0,56,2026-06-02,2026-06-02,129.491871,10,,
013Serviced 1 Bed Apartment with En Suite at Wood ,5800000,Kilimani,1.0,1.0,55,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with En Suite at Ojijo Road2 Bed A,15500000,"Westlands Area, Westlands",2.0,2.0,90,2026-06-02,2026-06-02,129.491871,10,,
Furnished 1 Bed Apartment with En Suite in MiremaF,5200000,"Mirema, Roysambu",1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
019Furnished 1 Bed Apartment with En Suite in Mire,5200000,"Mirema, Roysambu",1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with Parking at Wambugu Road2 Bed ,6590000,"Parklands, Westlands",2.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
0162 Bed Apartment with Parking at Wambugu Road2 B,6590000,"Parklands, Westlands",2.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
Serviced 1 Bed Apartment with En Suite at Off Nyan,9500000,Kilimani,1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
027Serviced 1 Bed Apartment with En Suite at Off N,9500000,Kilimani,1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
Serviced 1 Bed Apartment with En Suite at Wood Ave,5800000,Kilimani,1.0,1.0,55,2026-06-02,2026-06-02,129.491871,10,,
1204 Bed Apartment with En Suite at Riverside Driv,58000000,"Riverside, Westlands",4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with En Suite at Sports Road1 Bed ,7600000,"Westlands Area, Westlands",1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
0101 Bed Apartment with En Suite at Sports Road1 B,7600000,"Westlands Area, Westlands",1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with En Suite at Argwings Kodhek R,4500000,"Westlands Area, Westlands",1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
0101 Bed Apartment with En Suite at Argwings Kodhe,4500000,"Westlands Area, Westlands",1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
043 Bed Apartment with En Suite in Kilimani3 Bed A,11500000,Kilimani,3.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
Serviced 4 Bed Apartment with En Suite at Kilelesh,29000000,Kileleshwa,4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
016Serviced 4 Bed Apartment with En Suite at Kilel,29000000,Kileleshwa,4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with En Suite at Muthithi1 Bed Apa,10000000,"Westlands Area, Westlands",1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
0131 Bed Apartment with En Suite at Muthithi1 Bed ,10000000,"Westlands Area, Westlands",1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with En Suite at East Church Road2,13500000,"Rhapta Road, Westlands",2.0,2.0,95,2026-06-02,2026-06-02,129.491871,10,,
0142 Bed Apartment with En Suite at East Church Ro,13500000,"Rhapta Road, Westlands",2.0,2.0,95,2026-06-02,2026-06-02,129.491871,10,,
014Serviced 2 Bed Apartment with En Suite at Wood ,9800000,Kilimani,2.0,2.0,102,2026-06-02,2026-06-02,129.491871,10,,
0202 Bed Apartment with En Suite at Muthithi Road2,13250000,"Westlands Area, Westlands",2.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with En Suite at Riverside Gardens,35000000,"Riverside, Westlands",3.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
0193 Bed Apartment with En Suite at Riverside Gard,35000000,"Riverside, Westlands",3.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment at Argwings Kodhek Road2 Bed Apart,8500000,"Westlands Area, Westlands",2.0,2.0,90,2026-06-02,2026-06-02,129.491871,10,,
0102 Bed Apartment at Argwings Kodhek Road2 Bed Ap,8500000,"Westlands Area, Westlands",2.0,2.0,90,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with En Suite at Pilipili Way2 Bed,20000000,"Rhapta Road, Westlands",2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
0111 Bed Apartment with En Suite at Mogotio Road1 ,8000000,"Westlands Area, Westlands",1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
1202 Bed Apartment with En Suite at Pilipili Way2 ,20000000,"Rhapta Road, Westlands",2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
Studio Apartment with En Suite at RiaraStudio Apar,4900000,Lavington,,1.0,49,2026-06-02,2026-06-02,129.491871,10,,
0204 Bed Apartment with En Suite at Loresho Ridge4,75500000,"Loresho, Westlands",4.0,5.0,,2026-06-02,2026-06-02,129.491871,10,,
4 Bed Apartment with En Suite at Loresho Ridge4 Be,75500000,"Loresho, Westlands",4.0,5.0,,2026-06-02,2026-06-02,129.491871,10,,
182 Bed Apartment with En Suite in Riverside2 Bed ,29700000,"Riverside, Westlands",2.0,3.0,143,2026-06-02,2026-06-02,129.491871,10,,
093 Bed Apartment with Swimming Pool in Lavington3,19000000,Lavington,3.0,2.0,150,2026-06-02,2026-06-02,129.491871,10,,
0112 Bed Apartment with En Suite at Ojijo Road2 Be,15500000,"Westlands Area, Westlands",2.0,2.0,90,2026-06-02,2026-06-02,129.491871,10,,
0163 Bed Apartment with En Suite at Kileleshwa3 Be,32000000,Kileleshwa,3.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
062 Bed Apartment with Swimming Pool at Riverside ,15800000,"Westlands Area, Westlands",2.0,2.0,110,2026-06-02,2026-06-02,129.491871,10,,
013Serviced 3 Bed Apartment with En Suite in Lavin,28000000,Lavington,3.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with Borehole at Mogotio Rd3 Bed A,16500000,"Westlands Area, Westlands",3.0,,,2026-06-02,2026-06-02,129.491871,10,,
1103 Bed Apartment with Borehole at Mogotio Rd3 Be,16500000,"Westlands Area, Westlands",3.0,,,2026-06-02,2026-06-02,129.491871,10,,
0193 Bed Apartment with En Suite at Rhapta Road3 B,35000000,"Westlands Area, Westlands",3.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
0184 Bed Apartment with En Suite in Lavington4 Bed,13500000,4 bedroom apartment for sale in Lavington,4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
4 Bed Apartment with En Suite at Peponi Rd4 Bed Ap,62000000,"Spring Valley, Westlands",4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
0204 Bed Apartment with En Suite at Peponi Rd4 Bed,62000000,"Spring Valley, Westlands",4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
Furnished 1 Bed Apartment with Swimming Pool at Ki,9460000,Kilimani,1.0,1.0,5916,2026-06-02,2026-06-02,129.491871,10,,
015Furnished 1 Bed Apartment with Swimming Pool at,9460000,Kilimani,1.0,1.0,5916,2026-06-02,2026-06-02,129.491871,10,,
0171 Bed Apartment with En Suite at Kileleshwa1 Be,6050000,1 bedroom apartment for sale in Kileleshwa Nair...,1.0,1.0,63,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with Swimming Pool at Kileleshwa2 ,8100000,Kileleshwa,2.0,2.0,85,2026-06-02,2026-06-02,129.491871,10,,
0121 Bed Apartment with En Suite at Westlands Area,6830000,"Westlands Area, Westlands",1.0,1.0,56,2026-06-02,2026-06-02,129.491871,10,,
0172 Bed Apartment with Swimming Pool at Kileleshw,8100000,Kileleshwa,2.0,2.0,85,2026-06-02,2026-06-02,129.491871,10,,
0164 Bed Apartment with En Suite at Shanzu Road4 B,65000000,"Spring Valley, Westlands",4.0,5.0,,2026-06-02,2026-06-02,129.491871,10,,
0154 Bed Apartment with En Suite at Parklands4 Bed,50000000,"Parklands, Westlands",4.0,5.0,,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with En Suite at Westlands3 Bed Ap,25500000,3 bedroom25 apartment for sale in Westlands Nai...,3.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
0143 Bed Apartment with En Suite at Westlands3 Bed,25500000,3 bedroom25 apartment for sale in Westlands Nai...,3.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
06Studio Apartment with Swimming Pool in Lower Kab,2870000,"Lower Kabete, Westlands",,1.0,,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with En Suite at Wangapala Road3 B,21000000,3 bedroom apartment for sale in Parklands (Keny...,3.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
0203 Bed Apartment with En Suite at Wangapala Road,21000000,3 bedroom apartment for sale in Parklands (Keny...,3.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with En Suite at Ghandi Avenue2 Be,7500000,Upper Hill,2.0,2.0,90,2026-06-02,2026-06-02,129.491871,10,,
042 Bed Apartment with En Suite at Ghandi Avenue2 ,7500000,Upper Hill,2.0,2.0,90,2026-06-02,2026-06-02,129.491871,10,,
0162 Bed Apartment with En Suite in Kilimani2 Bed ,6000000,2 bedroom apartment for sale in Kilimani,2.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with En Suite in Riara Road3 Bed A,13000000,Nairobi,3.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
033 Bed Apartment with En Suite in Riara Road3 Bed,13000000,Nairobi,3.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
Serviced 1 Bed Apartment with En Suite in Riara Ro,6000000,Nairobi,1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
04Serviced 1 Bed Apartment with En Suite in Riara ,6000000,Nairobi,1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
4 Bed Apartment with En Suite at Shanzu Road4 Bed ,65000000,"Spring Valley, Westlands",4.0,5.0,,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with En Suite at Mogotio Road1 Bed,8000000,"Westlands Area, Westlands",1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
0161 Bed Apartment with Swimming Pool at School Gr,7740000,"Westlands Area, Westlands",1.0,1.0,6345,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with Swimming Pool at 5Th Parkland,18500000,"Parklands, Westlands",35.0,,185,2026-06-02,2026-06-02,129.491871,10,,
0204 Bed Apartment with En Suite at Nyeri Rd4 Bed ,57400000,Kileleshwa,4.0,6.0,4332,2026-06-02,2026-06-02,129.491871,10,,
0172 Bed Apartment with En Suite at Riverside Driv,13680000,"Westlands Area, Westlands",2.0,2.0,114,2026-06-02,2026-06-02,129.491871,10,,
0154 Bed Apartment with En Suite in Kilimani4 Bed ,24800000,Kilimani,4.0,5.0,258,2026-06-02,2026-06-02,129.491871,10,,
072 Bed Apartment with En Suite at Nyeri Rd2 Bed A,10000000,Kileleshwa,2.0,2.0,90,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with Gym at Nyeri Rd1 Bed Apartmen,6800000,Kileleshwa,1.0,1.0,48,2026-06-02,2026-06-02,129.491871,10,,
071 Bed Apartment with Gym at Nyeri Rd1 Bed Apartm,6800000,Kileleshwa,1.0,1.0,48,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with En Suite at Nyeri Rd3 Bed Apa,33200000,Kileleshwa,3.0,5.0,2508,2026-06-02,2026-06-02,129.491871,10,,
0203 Bed Apartment with En Suite at Nyeri Rd3 Bed ,33200000,Kileleshwa,3.0,5.0,2508,2026-06-02,2026-06-02,129.491871,10,,
5 Bed Apartment with En Suite in Kilimani5 Bed Apa,27600000,Kilimani,5.0,6.0,284,2026-06-02,2026-06-02,129.491871,10,,
0155 Bed Apartment with En Suite in Kilimani5 Bed ,27600000,Kilimani,5.0,6.0,284,2026-06-02,2026-06-02,129.491871,10,,
0171 Bed Apartment with Swimming Pool at Vihiga Ro,6800000,Kileleshwa,1.0,1.0,68,2026-06-02,2026-06-02,129.491871,10,,
0102 Bed Apartment with En Suite at Vihiga Road2 B,12500000,Kileleshwa,2.0,3.0,125,2026-06-02,2026-06-02,129.491871,10,,
0163 Bed Apartment with En Suite at Vihiga Road3 B,16400000,Kileleshwa,3.0,4.0,163,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with Swimming Pool at Nyangumi Roa,9460000,Kilimani,1.0,1.0,5916,2026-06-02,2026-06-02,129.491871,10,,
0191 Bed Apartment with Swimming Pool at Nyangumi ,9460000,Kilimani,1.0,1.0,5916,2026-06-02,2026-06-02,129.491871,10,,
0202 Bed Apartment with En Suite at Vihiga Road2 B,15030000,Kileleshwa,2.0,2.0,9574,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with En Suite at Muchai Road1 Bed ,6661000,Kilimani,1.0,1.0,6111,2026-06-02,2026-06-02,129.491871,10,,
0101 Bed Apartment with En Suite at Muchai Road1 B,6661000,Kilimani,1.0,1.0,6111,2026-06-02,2026-06-02,129.491871,10,,
1172 Bed Apartment with En Suite at Westlands Road,14500000,"Westlands Area, Westlands",2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
1204 Bed Apartment with En Suite in Lavington4 Bed,23000000,Lavington,4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with En Suite at General Mathenge3,34000000,"General Mathenge, Westlands",3.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
0203 Bed Apartment with En Suite at General Mathen,34000000,"General Mathenge, Westlands",3.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
1111 Bed Apartment with Swimming Pool in Westlands,57400000,Kileleshwa,4.0,6.0,4332,2026-06-02,2026-06-02,129.491871,10,,
061 Bed Apartment with Swimming Pool in Kilimani1 ,5400000,The most affordable 1 bedroom in Kilimani,1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with Borehole in Kitisuru1 Bed Apa,4000000,"Kitisuru, Westlands",1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
091 Bed Apartment with Borehole in Kitisuru1 Bed A,4000000,"Kitisuru, Westlands",1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
161 Bed Apartment with Swimming Pool in Riverside1,7200000,Experience refined living in Riverside with spa...,1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
051 Bed Apartment with En Suite in Kileleshwa1 Bed,5100000,A 1 bedroom apartment in Kileleshwa going for j...,1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
071 Bed Apartment with Swimming Pool in Westlands ,5900000,"Westlands Area, Westlands",1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
4 Bed Apartment with En Suite at Nyeri Rd4 Bed Apa,57400000,Kileleshwa,4.0,6.0,4332,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with En Suite at 6Th Parklands3 Be,35000000,3 bedroom apartment for sale in Parklands (Keny...,36.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
0193 Bed Apartment with En Suite at Brookside Driv,25300000,"Westlands Area, Westlands",3.0,4.0,219,2026-06-02,2026-06-02,129.491871,10,,
2 Bed Apartment with En Suite at Nairobi2 Bed Apar,11690000,Kilimani,2.0,2.0,8534,2026-06-02,2026-06-02,129.491871,10,,
0191 Bed Apartment with Swimming Pool at Mandera R,7000000,Kileleshwa,1.0,1.0,66,2026-06-02,2026-06-02,129.491871,10,,
07Studio Apartment with En Suite at RiaraStudio Ap,4900000,Lavington,,1.0,49,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with Borehole in South B1 Bed Apar,5700000,South B,1.0,,,2026-06-02,2026-06-02,129.491871,10,,
0181 Bed Apartment with Borehole in South B1 Bed A,5700000,South B,1.0,,,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with Lift in Kilimani1 Bed Apartme,5300000,Kilimani,1.0,,,2026-06-02,2026-06-02,129.491871,10,,
0191 Bed Apartment with Lift in Kilimani1 Bed Apar,5300000,Kilimani,1.0,,,2026-06-02,2026-06-02,129.491871,10,,
020Studio Apartment with Swimming Pool in Westland,6200000,Studio Apartment with Swimming Pool in Westlands Area,,,,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with Swimming Pool in Karura3 Bed ,39400000,"Karura, Westlands",3.0,,,2026-06-02,2026-06-02,129.491871,10,,
0103 Bed Apartment with Swimming Pool in Karura3 B,39400000,"Karura, Westlands",3.0,,,2026-06-02,2026-06-02,129.491871,10,,
Studio Apartment with Swimming Pool in Thika RoadS,2500000,Studio Apartment with Swimming Pool in Thika Road,,,,2026-06-02,2026-06-02,129.491871,10,,
017Studio Apartment with Swimming Pool in Thika Ro,2500000,Studio Apartment with Swimming Pool in Thika Road,,,,2026-06-02,2026-06-02,129.491871,10,,
151 Bed Apartment with En Suite in Riverside1 Bed ,18000000,"Riverside, Westlands",1.0,,,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with En Suite in Kiambu Road3 Bed ,11500000,Nairobi,3.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
0183 Bed Apartment with En Suite in Kiambu Road3 B,11500000,Nairobi,3.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
1202 Bed Apartment with Swimming Pool at Riverside,14000000,"Riverside, Westlands",2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with En Suite at Close To Westgate,6000000,"Westlands Area, Westlands",1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
0141 Bed Apartment with En Suite at Close To Westg,6000000,"Westlands Area, Westlands",1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
043 Bed Apartment with En Suite in Spring Valley3 ,46500000,"Spring Valley, Westlands",3.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
Serviced 4 Bed Apartment with En Suite in Kilimani,20000000,4 bedrooms Plus Dsq For Sale In Kilimani,4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
015Serviced 4 Bed Apartment with En Suite in Kilim,20000000,4 bedrooms Plus Dsq For Sale In Kilimani,4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with Swimming Pool at Gatundu Road,6900000,Kileleshwa,1.0,1.0,68,2026-06-02,2026-06-02,129.491871,10,,
0111 Bed Apartment with Swimming Pool at Gatundu R,6900000,Kileleshwa,1.0,1.0,68,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with En Suite at Muguga Green3 Bed,18200000,"Westlands Area, Westlands",3.0,4.0,135,2026-06-02,2026-06-02,129.491871,10,,
0143 Bed Apartment with En Suite at Muguga Green3 ,18200000,"Westlands Area, Westlands",3.0,4.0,135,2026-06-02,2026-06-02,129.491871,10,,
0133 Bed Apartment with En Suite at Kindaruma Road,17900000,Kilimani,3.0,4.0,200,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with Swimming Pool at Riara Road1 ,5000000,Kilimani,1.0,1.0,52,2026-06-02,2026-06-02,129.491871,10,,
051 Bed Apartment with Swimming Pool at Riara Road,5000000,Kilimani,1.0,1.0,52,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with Swimming Pool at Muthangari D,9100000,"Westlands Area, Westlands",1.0,1.0,60,2026-06-02,2026-06-02,129.491871,10,,
0131 Bed Apartment with Swimming Pool at Muthangar,9100000,"Westlands Area, Westlands",1.0,1.0,60,2026-06-02,2026-06-02,129.491871,10,,
0132 Bed Apartment with En Suite at Nairobi2 Bed A,11690000,Kilimani,2.0,2.0,8534,2026-06-02,2026-06-02,129.491871,10,,
063 Bed Apartment with Swimming Pool at 5Th Parkla,18500000,"Parklands, Westlands",35.0,,185,2026-06-02,2026-06-02,129.491871,10,,
0183 Bed Apartment with En Suite at 6Th Parklands3,35000000,3 bedroom apartment for sale in Parklands (Keny...,36.0,3.0,,2026-06-02,2026-06-02,129.491871,10,,
07Studio Apartment with Swimming Pool in MiremaStu,2500000,"Mirema, Roysambu",,1.0,31,2026-06-02,2026-06-02,129.491871,10,,
071 Bed Apartment in Kilimani1 Bed Apartment in Ki,7000000,2 bedroom apartment for sale in Westlands,2.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
0184 Bed Apartment in Parklands4 Bed Apartment in ,21000000,"Parklands, Westlands",4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
0204 Bed Apartment in Parklands4 Bed Apartment in ,21000000,"Parklands, Westlands",4.0,,,2026-06-02,2026-06-02,129.491871,10,,
084 Bed Apartment with En Suite in Lower Kabete4 B,68000000,"Lower Kabete, Westlands",4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
Studio Apartment with En Suite in KileleshwaStudio,4900000,Studio Apartment with En Suite in Kileleshwa,,1.0,,2026-06-02,2026-06-02,129.491871,10,,
14Studio Apartment with En Suite in KileleshwaStud,4900000,Studio Apartment with En Suite in Kileleshwa,,1.0,,2026-06-02,2026-06-02,129.491871,10,,
Serviced 4 Bed Apartment with En Suite in Kilelesh,22000000,Kileleshwa,4.0,4.0,,2026-06-02,2026-06-02,129.491871,10,,
010Serviced 4 Bed Apartment with En Suite in Kilel,21000000,"Parklands, Westlands",4.0,4.0,68,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with Gym in Riverside1 Bed Apartme,6800000,"Riverside, Westlands",1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
061 Bed Apartment with Gym in Riverside1 Bed Apart,6800000,"Riverside, Westlands",1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
082 Bed Apartment with En Suite in Riverside2 Bed ,10500000,"Riverside, Westlands",2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
0202 Bed Apartment with En Suite in Mombasa Road2 ,9000000,Nairobi,2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
6 Bed Apartment with En Suite at Parklands6 Bed Ap,55000000,"Parklands, Westlands",6.0,6.0,,2026-06-02,2026-06-02,129.491871,10,,
0206 Bed Apartment with En Suite at Parklands6 Bed,55000000,"Parklands, Westlands",6.0,6.0,,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with En Suite at Turbo Road1 Bed A,6500000,Kilimani,1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
0151 Bed Apartment with En Suite at Turbo Road1 Be,6500000,Kilimani,1.0,1.0,,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment with En Suite at West Lands1 Bed A,7000000,"Westlands Area, Westlands",1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
051 Bed Apartment with En Suite at West Lands1 Bed,7000000,"Westlands Area, Westlands",1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
4 Bed Apartment with Swimming Pool at 5Th Parkland,19500000,"Parklands, Westlands",45.0,,245,2026-06-02,2026-06-02,129.491871,10,,
174 Bed Apartment with Swimming Pool at 5Th Parkla,19500000,"Parklands, Westlands",45.0,,245,2026-06-02,2026-06-02,129.491871,10,,
011Serviced 1 Bed Apartment with En Suite in Kilim,9000000,A fully furnished apartment in Kilimani for jus...,1.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
0132 Bed Apartment with Swimming Pool at Mogotio R,12000000,"Westlands Area, Westlands",2.0,2.0,,2026-06-02,2026-06-02,129.491871,10,,
5 Bed Apartment with Swimming Pool at 5Th Parkland,23000000,"Parklands, Westlands",55.0,,300,2026-06-02,2026-06-02,129.491871,10,,
075 Bed Apartment with Swimming Pool at 5Th Parkla,23000000,"Parklands, Westlands",55.0,,300,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with Swimming Pool at Kirawa Road3,15000000,"Kitisuru, Westlands",3.0,,,2026-06-02,2026-06-02,129.491871,10,,
1123 Bed Apartment with Swimming Pool at Kirawa Ro,15000000,"Kitisuru, Westlands",3.0,,,2026-06-02,2026-06-02,129.491871,10,,
082 Bed Apartment with Swimming Pool at Mbaazi Roa,10000000,Elevated Living in Lavington (Off-plan),2.0,2.0,85,2026-06-02,2026-06-02,129.491871,10,,
3 Bed Apartment with Swimming Pool at Mbaazi Road3,13500000,Elevated Living in Lavington,3.0,3.0,115,2026-06-02,2026-06-02,129.491871,10,,
093 Bed Apartment with Swimming Pool at Mbaazi Roa,13500000,Elevated Living in Lavington,3.0,3.0,115,2026-06-02,2026-06-02,129.491871,10,,
1 Bed Apartment in Kilimani1 Bed Apartment in Kili,7200000,Kilimani,1.0,,,2026-06-02,2026-06-02,129.491871,10,,
Studio Apartment with Swimming Pool in MiremaStudi,2500000,"Mirema, Roysambu",,1.0,31,2026-06-02,2026-06-02,129.491871,10,,
1162 Bed Apartment in Lavington2 Bed Apartment in ,11500000,Lavington,2.0,,,2026-06-02,2026-06-02,129.491871,10,,
0154 Bed Apartment in Riverside4 Bed Apartment in ,300000,✨ Luxury Residences in Riverside ✨,4.0,6.0,,2026-06-02,2026-06-02,129.491871,10,,
Serviced 2 Bed Apartment with Swimming Pool in Wes,14880000,"Westlands Area, Westlands",2.0,2.0,93,2026-06-02,2026-06-02,129.491871,10,,
07Serviced 2 Bed Apartment with Swimming Pool in W,14880000,"Westlands Area, Westlands",2.0,2.0,93,2026-06-02,2026-06-02,129.491871,10,,
